"源文件","行","组件/函数","来源","文字或字面量","候选系统词","证据边界"
"src/normalized-ui/ItemAfterSalesPanel.tsx","76","ItemAfterSalesPanel","jsx-text","恢复上次商品处理","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","111","ItemAfterSalesPanel","jsx-expression-literal","pending","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","111","ItemAfterSalesPanel","jsx-expression-literal","acknowledged","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","111","ItemAfterSalesPanel","jsx-expression-literal","in_progress","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","124","ItemAfterSalesPanel","jsx-expression-literal","unmade","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","77","ItemAfterSalesPanel","jsx-text","正在读取原订单…","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","78","ItemAfterSalesPanel","jsx-text","原订单","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","78","ItemAfterSalesPanel","jsx-text","份 ·","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","78","ItemAfterSalesPanel","jsx-expression-literal","计费包含在原套餐内，不另收费","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","78","ItemAfterSalesPanel","jsx-text","单价 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","78","ItemAfterSalesPanel","jsx-text","· 原成交 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","79","ItemAfterSalesPanel","jsx-text","处理原因","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","80","ItemAfterSalesPanel","jsx-text","客人临时不要了","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","80","ItemAfterSalesPanel","jsx-text","重复点单","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","80","ItemAfterSalesPanel","jsx-text","商品售罄无法提供","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","80","ItemAfterSalesPanel","jsx-text","出品问题协商处理","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","80","ItemAfterSalesPanel","jsx-text","客人确认继续保留商品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","80","ItemAfterSalesPanel","jsx-text","实物已收回并核对","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","84","ItemAfterSalesPanel","jsx-text","本次停止份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","85","ItemAfterSalesPanel","jsx-expression-literal","停止所选套餐商品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","85","ItemAfterSalesPanel","jsx-expression-literal","停止 / 申请退款","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","86","ItemAfterSalesPanel","jsx-expression-literal","处理所选份数，套餐其余商品继续。保留商品按下单时单点原价重算；未付未制作直接停止，已付由另一位有权人员审核一次。原单价缺失时先暂停待核对。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","86","ItemAfterSalesPanel","jsx-expression-literal","仅处理所选份数。未付且未制作直接停止减账；未付已制作先暂停，按原免收权限确认。已付款由另一位有权人员审核一次。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","88","ItemAfterSalesPanel","jsx-text","套餐组成行不另收费；退菜后按保留商品的原单点价计算差额，不按组成行的零元计算退款。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","89","ItemAfterSalesPanel","jsx-text","按份重新制作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","90","ItemAfterSalesPanel","attribute:aria-label","重做批次","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","90","ItemAfterSalesPanel","jsx-text","重做第","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","90","ItemAfterSalesPanel","jsx-text","批 ·","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","91","ItemAfterSalesPanel","jsx-text","未制作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","91","ItemAfterSalesPanel","jsx-text","· 制作中","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","91","ItemAfterSalesPanel","jsx-text","· 待送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","91","ItemAfterSalesPanel","jsx-text","· 已送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","91","ItemAfterSalesPanel","jsx-text","· 已结束","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","91","ItemAfterSalesPanel","jsx-template-text","；其中暂停","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","92","ItemAfterSalesPanel","jsx-text","本批按份再次制作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","94","ItemAfterSalesPanel","attribute:aria-label","按份重做","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","95","ItemAfterSalesPanel","jsx-text","本次重做份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","96","ItemAfterSalesPanel","jsx-text","重做原因","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","97","ItemAfterSalesPanel","jsx-text","需要重新制作，无法直接补送这批原实物","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","98","ItemAfterSalesPanel","jsx-text","原单不再收费；只安排本次份数，新用材料单独记录。其余商品继续。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","99","ItemAfterSalesPanel","jsx-text","确认本次重做","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","99","ItemAfterSalesPanel","jsx-text","收起重做","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","101","ItemAfterSalesPanel","jsx-text","原实物补送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","103","ItemAfterSalesPanel","jsx-text","补送份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","104","ItemAfterSalesPanel","jsx-text","补送原因","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","105","ItemAfterSalesPanel","jsx-text","原实物仍在且可交付，无需重新制作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","106","ItemAfterSalesPanel","jsx-text","重新安排服务员送达，原金额和库存不变。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","107","ItemAfterSalesPanel","jsx-text","安排原实物补送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","111","ItemAfterSalesPanel","jsx-expression-literal","pending","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","111","ItemAfterSalesPanel","jsx-expression-literal","acknowledged","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","111","ItemAfterSalesPanel","jsx-expression-literal","in_progress","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","attribute:aria-label","原实物补送任务","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-text","原实物补送 ·","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-text","份 ·","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-expression-literal","completed","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-expression-literal","已完成","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-expression-literal","cancelled","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-expression-literal","expired","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-expression-literal","已结束","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","112","ItemAfterSalesPanel","jsx-expression-literal","待送达","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","113","ItemAfterSalesPanel","jsx-text","；待补送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","113","ItemAfterSalesPanel","jsx-text","· 其中暂停","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","113","ItemAfterSalesPanel","jsx-text","· 已补送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","113","ItemAfterSalesPanel","jsx-text","· 已取消","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","113","ItemAfterSalesPanel","jsx-text","份。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","115","ItemAfterSalesPanel","jsx-text","本次实际补送份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","116","ItemAfterSalesPanel","jsx-text","确认原实物已补送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","118","ItemAfterSalesPanel","jsx-text","请由负责取送的同事在待办中核对实际补送份数。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","119","ItemAfterSalesPanel","jsx-text","取消本次补送","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","120","ItemAfterSalesPanel","jsx-text","暂停份数先处理原申请，确认继续原商品后才可补送。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","124","ItemAfterSalesPanel","jsx-expression-literal","unmade","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","134","ItemAfterSalesPanel","jsx-expression-literal","所选原售后单","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","135","ItemAfterSalesPanel","jsx-text","份 ·","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","135","ItemAfterSalesPanel","jsx-expression-literal","已修改，原记录保留","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","135","ItemAfterSalesPanel","jsx-expression-literal","原整单已取消","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","136","ItemAfterSalesPanel","jsx-text","换品新单：","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","136","ItemAfterSalesPanel","jsx-expression-literal","cancelled","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","136","ItemAfterSalesPanel","jsx-expression-literal","已取消","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","136","ItemAfterSalesPanel","jsx-expression-literal","已建立，请在本桌订单处理","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","136","ItemAfterSalesPanel","jsx-text","）。旧申请与新单分别结算；修改或撤回旧申请不会更改新单。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","137","ItemAfterSalesPanel","jsx-expression-literal","重新换品，另开新单","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","137","ItemAfterSalesPanel","jsx-expression-literal","换商品，另开新单","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","138","ItemAfterSalesPanel","jsx-text","修改后的申请，按本次商品份数和原成交金额重新审核一次。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","139","ItemAfterSalesPanel","jsx-text","新申请已接续处理。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","139","ItemAfterSalesPanel","jsx-template-text","另有","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","139","ItemAfterSalesPanel","jsx-template-text","份仍暂停，确认客人保留后可继续原商品。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","139","ItemAfterSalesPanel","jsx-expression-literal","本记录不再接受审核，也未自动恢复商品。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","已随原整单取消，不另计算单品退款","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","本次退款","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","原成交金额","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","待核对","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","本次退款","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","原成交金额","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","140","ItemAfterSalesPanel","jsx-expression-literal","待核对","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","141","ItemAfterSalesPanel","jsx-expression-literal","broken_bundle","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","141","ItemAfterSalesPanel","jsx-expression-literal","套餐已按保留商品的下单时单点原价重算","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","141","ItemAfterSalesPanel","jsx-expression-literal","按实际可退余额处理","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","141","ItemAfterSalesPanel","jsx-text","；本次退款 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","141","ItemAfterSalesPanel","jsx-text","，处理后订单应收 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","141","ItemAfterSalesPanel","jsx-text","。退回金额不超过实际付款扣除已退和处理中退款的余额；不自动收取补款。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-text","实物：暂停","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-text","· 已停止","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-text","份；资金：","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","rejected","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","unpaid_stop","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","停止未获同意，未免收","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","退款已拒绝，未退钱","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","withdrawn","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","unpaid_stop","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","申请已撤回，未免收","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","申请已撤回，未退钱","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","unpaid_stop","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","已免收所选原款，无退款","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","已处理完成","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","原付款已有新记录，待核对","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","unpaid_stop","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","未付款，待停止核对","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","待确认现金实际退付","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","退款失败，待处理","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","渠道结果待核对","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","142","ItemAfterSalesPanel","jsx-expression-literal","处理中 / 待审核","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","143","ItemAfterSalesPanel","attribute:aria-label","岗位通知待确认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","144","ItemAfterSalesPanel","jsx-text","还有","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","144","ItemAfterSalesPanel","jsx-text","条岗位通知待知悉；出纸不代表岗位已看到，必要时直接联系岗位。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","kitchen","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","后厨","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","吧台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","zh-CN","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","Asia/Shanghai","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","2-digit","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","2-digit","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
